Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Date
2323,39.0,Male,Coat,Outerwear,84.0,Connecticut,S,Lavender,Spring,4.5,No,Store Pickup,No,No,21,Venmo,Fortnightly,05/08/2023
2324,35.0,Male,Gloves,Accessories,93.0,Maryland,L,White,Winter,4.7,No,Express,No,No,36,Credit Card,Monthly,05/08/2023
2325,59.0,Male,Coat,Outerwear,28.0,Oregon,L,Brown,Winter,3.5,No,Free Shipping,No,No,19,Debit Card,Annually,05/08/2023
2326,44.0,Male,Boots,Footwear,55.0,New York,M,Charcoal,Summer,4.4,No,2-Day Shipping,No,No,47,Cash,Weekly,06/08/2023
2327,66.0,Male,Skirt,Clothing,63.0,Oklahoma,L,Maroon,Winter,2.6,No,Standard,No,No,38,Bank Transfer,Annually,06/08/2023
2328,20.0,Male,Skirt,Clothing,94.0,Alabama,M,Red,Winter,4.2,No,2-Day Shipping,No,No,22,Venmo,Bi-Weekly,06/08/2023
2329,45.0,Male,Pants,Clothing,36.0,North Dakota,M,Maroon,Fall,2.6,No,Express,No,No,29,Venmo,Bi-Weekly,06/08/2023
2330,49.0,Male,Hat,Accessories,97.0,Nebraska,S,Teal,Spring,4.8,No,Free Shipping,No,No,42,Bank Transfer,Annually,06/08/2023
2331,60.0,Male,Backpack,Accessories,63.0,Arizona,L,Orange,Summer,2.9,No,Store Pickup,No,No,47,PayPal,Every 3 Months,06/08/2023
2332,61.0,Male,Scarf,Accessories,77.0,Illinois,S,Olive,Spring,4.3,No,2-Day Shipping,No,No,10,Credit Card,Bi-Weekly,06/08/2023
2333,36.0,Male,Scarf,Accessories,53.0,South Carolina,XL,Olive,Fall,2.6,No,Store Pickup,No,No,10,Venmo,Monthly,06/08/2023
2334,33.0,Male,Shirt,Clothing,77.0,Kansas,M,Beige,Spring,3.8,No,Next Day Air,No,No,1,PayPal,Every 3 Months,06/08/2023
2335,49.0,Male,Boots,Footwear,79.0,Kansas,L,Green,Summer,4.2,No,Standard,No,No,7,Credit Card,Monthly,06/08/2023
2336,31.0,Male,Coat,Outerwear,37.0,Idaho,M,Black,Summer,3.9,No,Store Pickup,No,No,10,Venmo,Fortnightly,06/08/2023
2337,19.0,Male,Belt,Accessories,94.0,CA,M,Green,Winter,3.1,No,Free Shipping,No,No,11,Credit Card,Weekly,07/08/2023
2338,39.0,Male,Boots,Footwear,76.0,North Dakota,S,Violet,Fall,3.6,No,Store Pickup,No,No,5,Cash,Annually,07/08/2023
2339,66.0,Male,Sneakers,Footwear,68.0,Georgia,S,Silver,Fall,4.0,No,Express,No,No,21,PayPal,Quarterly,07/08/2023
2340,25.0,Male,Shirt,Clothing,65.0,Illinois,L,Maroon,Spring,3.4,No,Next Day Air,No,No,24,Bank Transfer,Quarterly,07/08/2023
2341,63.0,Male,Blouse,Clothing,24.0,Delaware,M,Cyan,Summer,2.6,No,Standard,No,No,37,Credit Card,Fortnightly,07/08/2023
2342,56.0,Male,Jacket,Outerwear,31.0,Connecticut,L,Teal,Summer,4.5,No,Express,No,No,22,Venmo,Every 3 Months,07/08/2023
2343,20.0,Male,Skirt,Clothing,89.0,Tennessee,M,Olive,Fall,4.9,No,Standard,No,No,16,Debit Card,Fortnightly,07/08/2023
2344,58.0,Male,Socks,Clothing,49.0,Maryland,M,Red,Summer,4.4,No,2-Day Shipping,No,No,44,PayPal,Monthly,07/08/2023
2345,34.0,Male,Sandals,Footwear,92.0,Rhode Island,XL,Lavender,Fall,3.5,No,Express,No,No,14,Venmo,Bi-Weekly,07/08/2023
2346,28.0,Male,T-shirt,Clothing,32.0,New York,S,Orange,Winter,3.3,No,Express,No,No,23,Bank Transfer,Every 3 Months,07/08/2023
2347,22.0,Male,Jacket,Outerwear,67.0,New Mexico,L,Brown,Winter,3.1,No,Standard,No,No,46,Debit Card,Fortnightly,08/08/2023
2348,37.0,Male,Belt,Accessories,64.0,California,S,Gray,Fall,4.2,No,Express,No,No,46,Cash,Every 3 Months,08/08/2023
2349,54.0,Male,Shoes,Footwear,84.0,Maine,M,Orange,Spring,4.9,No,Next Day Air,No,No,16,PayPal,Every 3 Months,08/08/2023
2350,65.0,Male,Blouse,Clothing,34.0,New York,M,Orange,Fall,3.9,No,Standard,No,No,40,Credit Card,Every 3 Months,08/08/2023
2351,57.0,Male,Shoes,Footwear,26.0,Hawaii,M,Turquoise,Winter,4.2,No,Free Shipping,No,No,21,Cash,Annually,08/08/2023
2352,38.0,Male,Sweater,Clothing,50.0,New Hampshire,S,Cyan,Fall,4.9,No,Store Pickup,No,No,25,PayPal,Bi-Weekly,08/08/2023
2353,70.0,Male,Boots,Footwear,46.0,Nebraska,M,Yellow,Fall,2.8,No,Store Pickup,No,No,25,Bank Transfer,Quarterly,08/08/2023
2354,56.0,Male,Handbag,Accessories,71.0,Montana,M,White,Fall,4.1,No,Standard,No,No,25,Debit Card,Every 3 Months,08/08/2023
2355,56.0,Male,Blouse,Clothing,78.0,Wisconsin,M,Blue,Summer,4.8,No,Next Day Air,No,No,27,Venmo,Monthly,08/08/2023
2356,22.0,Male,Skirt,Clothing,35.0,Tennessee,S,Purple,Winter,4.1,No,Next Day Air,No,No,12,Cash,Monthly,08/08/2023
2357,57.0,Male,Backpack,Accessories,58.0,Montana,M,Gray,Summer,3.0,No,Free Shipping,No,No,27,Debit Card,Quarterly,08/08/2023
2358,53.0,Male,Shirt,Clothing,67.0,Michigan,L,Cyan,Fall,4.2,No,2-Day Shipping,No,No,40,Credit Card,Bi-Weekly,09/08/2023
2359,53.0,Male,Sweater,Clothing,93.0,Texas,L,Pink,Spring,3.8,No,Standard,No,No,38,Credit Card,Quarterly,09/08/2023
2360,19.0,Male,Scarf,Accessories,81.0,Pennsylvania,S,Gold,Spring,3.3,No,2-Day Shipping,No,No,44,Bank Transfer,Every 3 Months,09/08/2023
2361,49.0,Male,Handbag,Accessories,80.0,New York,L,Silver,Fall,4.7,No,2-Day Shipping,No,No,27,Venmo,Every 3 Months,09/08/2023
2362,44.0,Male,Scarf,Accessories,64.0,Alabama,M,Gray,Spring,4.3,No,2-Day Shipping,No,No,30,Credit Card,Every 3 Months,09/08/2023
2363,27.0,Male,Jeans,Clothing,41.0,Virginia,M,Brown,Fall,2.7,No,Standard,No,No,24,Credit Card,Monthly,09/08/2023
2364,60.0,Male,Socks,Clothing,79.0,Pennsylvania,XL,Pink,Winter,4.2,No,Express,No,No,38,Cash,Bi-Weekly,09/08/2023
2365,62.0,Male,Sunglasses,Accessories,60.0,Mississippi,L,Maroon,Winter,4.2,No,Free Shipping,No,No,4,PayPal,Quarterly,09/08/2023
2366,52.0,Male,Sneakers,Footwear,91.0,Wyoming,S,Peach,Winter,2.5,No,Next Day Air,No,No,32,Venmo,Monthly,09/08/2023
2367,30.0,Male,Shoes,Footwear,66.0,New Mexico,L,Brown,Winter,3.6,No,Express,No,No,32,Credit Card,Fortnightly,09/08/2023
2368,66.0,Male,Socks,Clothing,85.0,North Dakota,L,Green,Winter,3.4,No,Standard,No,No,28,Bank Transfer,Bi-Weekly,09/08/2023
2369,29.0,Male,Sunglasses,Accessories,38.0,New Jersey,M,Lavender,Summer,3.3,No,Standard,No,No,6,Debit Card,Every 3 Months,10/08/2023
2370,24.0,Male,Sweater,Clothing,23.0,Vermont,M,Cyan,Winter,4.6,No,Standard,No,No,24,PayPal,Monthly,10/08/2023
2371,51.0,Male,Shoes,Footwear,71.0,Alaska,M,Black,Spring,3.9,No,Store Pickup,No,No,38,Venmo,Weekly,10/08/2023
2372,67.0,Male,Socks,Clothing,25.0,Indiana,M,Charcoal,Winter,3.7,No,Next Day Air,No,No,28,Debit Card,Annually,10/08/2023
2373,50.0,Male,Boots,Footwear,39.0,Alabama,XL,Silver,Spring,3.1,No,Express,No,No,9,PayPal,Fortnightly,10/08/2023
2374,37.0,Male,Hoodie,Clothing,20.0,Michigan,M,Gray,Spring,4.9,No,Express,No,No,21,Debit Card,Every 3 Months,10/08/2023
2375,69.0,Male,Gloves,Accessories,73.0,Washington,L,Peach,Winter,4.7,No,Standard,No,No,31,Debit Card,Monthly,10/08/2023
2376,60.0,Male,Backpack,Accessories,63.0,Virginia,L,Peach,Fall,2.9,No,Next Day Air,No,No,18,Credit Card,Quarterly,10/08/2023
2377,21.0,Male,Gloves,Accessories,94.0,Tennessee,XL,Cyan,Spring,4.1,No,Express,No,No,5,Cash,Weekly,10/08/2023
2378,44.0,Male,Blouse,Clothing,94.0,South Dakota,L,Magenta,Fall,4.0,No,Next Day Air,No,No,22,Cash,Annually,10/08/2023
2379,26.0,Male,Scarf,Accessories,71.0,New Hampshire,L,Teal,Summer,2.7,No,Store Pickup,No,No,37,PayPal,Bi-Weekly,11/08/2023
2380,40.0,Male,Hat,Accessories,77.0,South Dakota,M,Peach,Spring,4.0,No,2-Day Shipping,No,No,22,Debit Card,Monthly,11/08/2023
2381,41.0,Male,Scarf,Accessories,66.0,Pennsylvania,M,Black,Fall,2.5,No,Next Day Air,No,No,36,PayPal,Fortnightly,11/08/2023
2382,62.0,Male,Sandals,Footwear,23.0,Wisconsin,M,Teal,Summer,4.5,No,Free Shipping,No,No,23,PayPal,Annually,11/08/2023
2383,39.0,Male,Sweater,Clothing,60.0,California,M,Turquoise,Spring,3.9,No,Express,No,No,44,Debit Card,Weekly,11/08/2023
2384,53.0,Male,Backpack,Accessories,72.0,Rhode Island,L,Gold,Spring,4.9,No,2-Day Shipping,No,No,25,Bank Transfer,Annually,11/08/2023
2385,24.0,Male,Blouse,Clothing,35.0,Alabama,L,Green,Winter,3.3,No,2-Day Shipping,No,No,40,PayPal,Quarterly,11/08/2023
2386,41.0,Male,Scarf,Accessories,31.0,Oklahoma,M,Brown,Fall,3.8,No,Express,No,No,12,PayPal,Weekly,11/08/2023
2387,19.0,Male,Socks,Clothing,33.0,Illinois,L,Blue,Summer,2.9,No,Standard,No,No,14,Venmo,Monthly,11/08/2023
2388,36.0,Male,Hat,Accessories,95.0,Tennessee,M,Gold,Summer,4.0,No,2-Day Shipping,No,No,14,Debit Card,Monthly,11/08/2023
2389,21.0,Male,Dress,Clothing,68.0,Alabama,M,Peach,Fall,4.1,No,Store Pickup,No,No,10,Debit Card,Annually,11/08/2023
2390,25.0,Male,Coat,Outerwear,87.0,Kansas,M,Violet,Spring,3.1,No,Store Pickup,No,No,17,Bank Transfer,Every 3 Months,12/08/2023
2391,65.0,Male,Shirt,Clothing,64.0,Arizona,XL,Yellow,Winter,4.6,No,Express,No,No,24,Debit Card,Fortnightly,12/08/2023
2392,42.0,Male,Shirt,Clothing,74.0,Michigan,M,Black,Winter,4.6,No,Next Day Air,No,No,31,Bank Transfer,Quarterly,12/08/2023
2393,40.0,Male,Jeans,Clothing,62.0,Missouri,L,Silver,Spring,2.6,No,2-Day Shipping,No,No,36,Cash,Annually,12/08/2023
2394,58.0,Male,Socks,Clothing,97.0,Louisiana,M,Brown,Winter,5.0,No,2-Day Shipping,No,No,38,PayPal,Every 3 Months,12/08/2023
2395,40.0,Male,Sandals,Footwear,47.0,Connecticut,L,Peach,Fall,2.9,No,2-Day Shipping,No,No,23,Debit Card,Fortnightly,12/08/2023
2396,62.0,Male,Blouse,Clothing,83.0,Connecticut,M,Cyan,Winter,3.5,No,2-Day Shipping,No,No,47,PayPal,Bi-Weekly,12/08/2023
2397,38.0,Male,Shirt,Clothing,82.0,Oregon,M,Olive,Spring,3.7,No,2-Day Shipping,No,No,20,Venmo,Weekly,12/08/2023
2398,37.0,Male,Sunglasses,Accessories,26.0,West Virginia,L,Black,Fall,2.9,No,Store Pickup,No,No,41,Venmo,Monthly,12/08/2023
2399,65.0,Male,Jacket,Outerwear,81.0,Florida,M,Orange,Winter,4.3,No,Free Shipping,No,No,44,Bank Transfer,Fortnightly,12/08/2023
2400,55.0,Male,Dress,Clothing,44.0,New Hampshire,L,Beige,Spring,3.2,No,Store Pickup,No,No,31,Cash,Monthly,12/08/2023
2401,43.0,Male,Sunglasses,Accessories,88.0,Oregon,M,Peach,Winter,4.2,No,Next Day Air,No,No,11,Credit Card,Bi-Weekly,13/08/2023
2402,43.0,Male,Boots,Footwear,76.0,Oregon,M,Pink,Winter,4.2,No,Standard,No,No,25,PayPal,Bi-Weekly,13/08/2023
2403,45.0,Male,Scarf,Accessories,89.0,Utah,M,Brown,Winter,3.8,No,Free Shipping,No,No,31,Cash,Weekly,13/08/2023
2404,64.0,Male,Shorts,Clothing,22.0,Missouri,M,Magenta,Fall,4.4,No,Standard,No,No,40,Debit Card,Weekly,13/08/2023
2405,28.0,Male,Shorts,Clothing,33.0,West Virginia,L,Cyan,Winter,3.1,No,2-Day Shipping,No,No,23,Credit Card,Bi-Weekly,13/08/2023
2406,69.0,Male,Jeans,Clothing,97.0,California,XL,Silver,Fall,5.0,No,Standard,No,No,5,Debit Card,Quarterly,13/08/2023
2407,54.0,Male,Scarf,Accessories,57.0,California,M,Indigo,Winter,4.7,No,Standard,No,No,26,PayPal,Weekly,13/08/2023
2408,52.0,Male,Shorts,Clothing,38.0,Illinois,M,Beige,Summer,3.0,No,Express,No,No,11,Credit Card,Bi-Weekly,13/08/2023
2409,23.0,Male,Sneakers,Footwear,55.0,Hawaii,XL,Black,Fall,4.2,No,Next Day Air,No,No,44,Debit Card,Every 3 Months,13/08/2023
2410,26.0,Male,Jewelry,Accessories,37.0,Washington,L,Yellow,Spring,3.0,No,Store Pickup,No,No,47,Cash,Every 3 Months,13/08/2023
2411,48.0,Male,Shoes,Footwear,43.0,Wisconsin,M,Maroon,Summer,3.7,No,Free Shipping,No,No,46,PayPal,Monthly,13/08/2023
2412,49.0,Male,Hoodie,Clothing,96.0,Virginia,M,Cyan,Summer,2.7,No,Free Shipping,No,No,35,Cash,Every 3 Months,14/08/2023
2413,53.0,Male,Jacket,Outerwear,51.0,Oregon,M,Pink,Winter,4.3,No,2-Day Shipping,No,No,8,Bank Transfer,Bi-Weekly,14/08/2023
2414,69.0,Male,Shorts,Clothing,95.0,Pennsylvania,XL,Violet,Fall,2.7,No,2-Day Shipping,No,No,30,Bank Transfer,Weekly,14/08/2023
2415,26.0,Male,Socks,Clothing,26.0,Virginia,M,Lavender,Summer,3.7,No,Next Day Air,No,No,14,Credit Card,Bi-Weekly,14/08/2023
2416,21.0,Male,Coat,Outerwear,34.0,Hawaii,XL,Lavender,Fall,4.3,No,Standard,No,No,30,Bank Transfer,Weekly,14/08/2023
2417,59.0,Male,Sandals,Footwear,83.0,Nebraska,S,Black,Summer,4.0,No,Next Day Air,No,No,26,Credit Card,Every 3 Months,14/08/2023
2418,21.0,Male,Backpack,Accessories,24.0,Alaska,M,Olive,Fall,3.3,No,Standard,No,No,32,Venmo,Fortnightly,14/08/2023
2419,22.0,Male,Pants,Clothing,69.0,Michigan,S,Indigo,Fall,4.0,No,Next Day Air,No,No,47,Cash,Every 3 Months,14/08/2023
2420,26.0,Male,Sweater,Clothing,40.0,North Carolina,M,Blue,Fall,2.7,No,Next Day Air,No,No,11,Credit Card,Every 3 Months,14/08/2023
2421,41.0,Male,Jacket,Outerwear,87.0,North Carolina,S,Green,Winter,4.2,No,Free Shipping,No,No,28,PayPal,Annually,14/08/2023
2422,37.0,Male,Sneakers,Footwear,46.0,Minnesota,L,Pink,Spring,4.6,No,Standard,No,No,2,Debit Card,Every 3 Months,15/08/2023
2423,30.0,Male,Jewelry,Accessories,82.0,Georgia,M,Peach,Winter,4.8,No,Store Pickup,No,No,45,Credit Card,Weekly,15/08/2023
2424,49.0,Male,Backpack,Accessories,81.0,West Virginia,M,Purple,Summer,2.8,No,Free Shipping,No,No,7,Credit Card,Every 3 Months,15/08/2023
2425,49.0,Male,Jewelry,Accessories,57.0,Delaware,M,Peach,Winter,4.5,No,Next Day Air,No,No,28,Bank Transfer,Bi-Weekly,15/08/2023
2426,58.0,Male,Shoes,Footwear,49.0,North Dakota,S,Olive,Summer,3.0,No,2-Day Shipping,No,No,34,Bank Transfer,Quarterly,15/08/2023
2427,70.0,Male,Jacket,Outerwear,42.0,Florida,M,Olive,Fall,4.6,No,Free Shipping,No,No,26,Debit Card,Every 3 Months,15/08/2023
2428,27.0,Male,Jacket,Outerwear,26.0,Oregon,M,Purple,Spring,3.3,No,Standard,No,No,45,Cash,Quarterly,15/08/2023
2429,65.0,Male,T-shirt,Clothing,38.0,Idaho,M,Violet,Spring,4.4,No,Next Day Air,No,No,34,Debit Card,Annually,15/08/2023
2430,57.0,Male,Sneakers,Footwear,57.0,Virginia,XL,Maroon,Summer,4.4,No,Standard,No,No,47,Credit Card,Fortnightly,15/08/2023
2431,20.0,Male,Jacket,Outerwear,100.0,North Dakota,XL,White,Summer,4.3,No,Express,No,No,42,Cash,Quarterly,15/08/2023
2432,34.0,Male,Hoodie,Clothing,73.0,Alabama,S,Olive,Fall,3.4,No,Express,No,No,27,Bank Transfer,Every 3 Months,15/08/2023
2433,59.0,Male,Jacket,Outerwear,66.0,Hawaii,M,Peach,Winter,2.8,No,Store Pickup,No,No,43,Venmo,Monthly,16/08/2023
2434,54.0,Male,T-shirt,Clothing,73.0,Oregon,M,Blue,Spring,3.4,No,Standard,No,No,16,Cash,Bi-Weekly,16/08/2023
2435,36.0,Male,Gloves,Accessories,45.0,Utah,M,Brown,Spring,5.0,No,Store Pickup,No,No,40,Credit Card,Monthly,16/08/2023
2436,21.0,Male,Sneakers,Footwear,27.0,Hawaii,S,Black,Fall,4.5,No,Free Shipping,No,No,29,Cash,Bi-Weekly,16/08/2023
2437,52.0,Male,T-shirt,Clothing,24.0,Connecticut,M,Yellow,Fall,2.7,No,Store Pickup,No,No,38,Credit Card,Quarterly,16/08/2023
2438,43.0,Male,Sneakers,Footwear,59.0,Wyoming,XL,Magenta,Winter,3.4,No,Store Pickup,No,No,34,Credit Card,Weekly,16/08/2023
2439,32.0,Male,Jeans,Clothing,20.0,Delaware,S,Cyan,Winter,3.4,No,Express,No,No,30,Venmo,Weekly,16/08/2023
2440,55.0,Male,Handbag,Accessories,44.0,Arkansas,M,Maroon,Summer,2.8,No,Standard,No,No,45,Bank Transfer,Annually,16/08/2023
2441,31.0,Male,Socks,Clothing,90.0,Indiana,M,Red,Spring,4.7,No,Standard,No,No,47,Bank Transfer,Annually,16/08/2023
2442,45.0,Male,Jewelry,Accessories,36.0,California,M,Black,Fall,4.7,No,Free Shipping,No,No,5,Credit Card,Monthly,16/08/2023
2443,53.0,Male,Blouse,Clothing,95.0,Wyoming,L,Violet,Winter,4.7,No,Free Shipping,No,No,50,Debit Card,Bi-Weekly,16/08/2023
2444,24.0,Male,Backpack,Accessories,30.0,South Dakota,M,Green,Spring,3.4,No,2-Day Shipping,No,No,24,Bank Transfer,Bi-Weekly,17/08/2023
2445,47.0,Male,Scarf,Accessories,65.0,West Virginia,S,Gold,Fall,3.7,No,Express,No,No,15,Debit Card,Bi-Weekly,17/08/2023
2446,63.0,Male,Scarf,Accessories,96.0,Tennessee,M,Brown,Summer,4.1,No,Store Pickup,No,No,50,Cash,Weekly,17/08/2023
2447,38.0,Male,Shirt,Clothing,65.0,Alaska,L,Peach,Spring,2.9,No,2-Day Shipping,No,No,7,Credit Card,Monthly,17/08/2023
2448,59.0,Male,Pants,Clothing,47.0,South Dakota,L,Peach,Fall,3.2,No,Store Pickup,No,No,10,Venmo,Fortnightly,17/08/2023
2449,54.0,Male,Hat,Accessories,25.0,Tennessee,S,Violet,Fall,3.0,No,Free Shipping,No,No,38,PayPal,Bi-Weekly,17/08/2023
2450,26.0,Male,Coat,Outerwear,56.0,Alabama,S,Violet,Fall,4.1,No,Express,No,No,31,Venmo,Fortnightly,17/08/2023
2451,68.0,Male,T-shirt,Clothing,76.0,North Carolina,M,Magenta,Fall,4.5,No,Standard,No,No,7,Venmo,Quarterly,17/08/2023
2452,41.0,Male,Socks,Clothing,60.0,Oklahoma,M,Purple,Fall,3.4,No,Store Pickup,No,No,27,Venmo,Monthly,17/08/2023
2453,68.0,Male,Shirt,Clothing,67.0,New York,L,Purple,Winter,4.1,No,Express,No,No,45,Bank Transfer,Every 3 Months,17/08/2023
2454,21.0,Male,Sweater,Clothing,95.0,Iowa,XL,Cyan,Spring,4.6,No,Store Pickup,No,No,13,Cash,Annually,18/08/2023
2455,32.0,Male,Gloves,Accessories,72.0,Alaska,M,Magenta,Winter,4.6,No,Express,No,No,33,Venmo,Annually,18/08/2023
2456,20.0,Male,Belt,Accessories,98.0,Alaska,L,Lavender,Spring,3.4,No,Express,No,No,25,Cash,Every 3 Months,18/08/2023
2457,59.0,Male,Jeans,Clothing,83.0,Nebraska,M,Green,Winter,3.3,No,2-Day Shipping,No,No,5,PayPal,Monthly,18/08/2023
2458,53.0,Male,Handbag,Accessories,37.0,Delaware,M,Maroon,Fall,3.6,No,2-Day Shipping,No,No,23,Cash,Quarterly,18/08/2023
2459,66.0,Male,T-shirt,Clothing,85.0,Texas,L,Turquoise,Fall,4.6,No,Free Shipping,No,No,17,Bank Transfer,Weekly,18/08/2023
2460,47.0,Male,Socks,Clothing,36.0,Missouri,L,Violet,Fall,4.3,No,2-Day Shipping,No,No,14,Cash,Weekly,18/08/2023
2461,58.0,Male,Jeans,Clothing,36.0,Maine,S,Lavender,Winter,4.0,No,Store Pickup,No,No,28,Credit Card,Annually,18/08/2023
2462,28.0,Male,Scarf,Accessories,86.0,Pennsylvania,L,Red,Summer,4.8,No,Next Day Air,No,No,19,Credit Card,Weekly,18/08/2023
2463,68.0,Male,Pants,Clothing,99.0,Missouri,XL,Orange,Spring,4.3,No,Standard,No,No,31,Bank Transfer,Bi-Weekly,18/08/2023
2464,60.0,Male,Blouse,Clothing,21.0,Mississippi,XL,Indigo,Summer,3.3,No,Standard,No,No,25,Cash,Bi-Weekly,18/08/2023
2465,47.0,Male,Jacket,Outerwear,84.0,Hawaii,L,Teal,Winter,2.8,No,Express,No,No,4,Cash,Bi-Weekly,19/08/2023
2466,18.0,Male,Sandals,Footwear,63.0,Texas,M,Brown,Spring,4.4,No,Free Shipping,No,No,20,Bank Transfer,Weekly,19/08/2023
2467,32.0,Male,Shorts,Clothing,84.0,South Dakota,S,Pink,Summer,3.7,No,Express,No,No,37,Cash,Annually,19/08/2023
2468,27.0,Male,Shorts,Clothing,72.0,New Jersey,M,Lavender,Spring,3.6,No,Express,No,No,28,Credit Card,Annually,19/08/2023
2469,65.0,Male,Skirt,Clothing,21.0,Connecticut,L,Cyan,Winter,3.7,No,2-Day Shipping,No,No,6,Venmo,Weekly,19/08/2023
2470,68.0,Male,Sandals,Footwear,92.0,Maryland,M,Yellow,Fall,5.0,No,Standard,No,No,27,PayPal,Annually,19/08/2023
2471,55.0,Male,Blouse,Clothing,72.0,Arizona,XL,Pink,Fall,2.7,No,Next Day Air,No,No,29,Credit Card,Fortnightly,19/08/2023
2472,30.0,Male,Sandals,Footwear,83.0,Oklahoma,M,Gray,Spring,4.3,No,Store Pickup,No,No,1,Cash,Annually,19/08/2023
2473,24.0,Male,Shirt,Clothing,73.0,Utah,M,Peach,Summer,4.1,No,Standard,No,No,31,Credit Card,Annually,19/08/2023
2474,57.0,Male,Socks,Clothing,98.0,Arkansas,M,Red,Winter,2.6,No,Next Day Air,No,No,28,Cash,Quarterly,19/08/2023
2475,23.0,Male,T-shirt,Clothing,76.0,North Carolina,M,Olive,Fall,3.2,No,Store Pickup,No,No,19,Bank Transfer,Quarterly,19/08/2023
2476,69.0,Male,Dress,Clothing,43.0,California,S,Lavender,Summer,3.5,No,Next Day Air,No,No,36,Venmo,Monthly,20/08/2023
2477,60.0,Male,Hat,Accessories,60.0,Colorado,M,Turquoise,Summer,3.7,No,Next Day Air,No,No,28,Cash,Monthly,20/08/2023
2478,25.0,Male,Gloves,Accessories,40.0,California,L,Turquoise,Spring,3.8,No,2-Day Shipping,No,No,29,PayPal,Weekly,20/08/2023
2479,18.0,Male,Socks,Clothing,93.0,Vermont,S,Maroon,Winter,4.8,No,2-Day Shipping,No,No,9,Bank Transfer,Every 3 Months,20/08/2023
2480,37.0,Male,Dress,Clothing,98.0,Kansas,S,Olive,Fall,4.2,No,Standard,No,No,26,Credit Card,Every 3 Months,20/08/2023
2481,61.0,Male,Socks,Clothing,91.0,Ohio,XL,Maroon,Summer,2.9,No,Next Day Air,No,No,7,Credit Card,Fortnightly,20/08/2023
2482,41.0,Male,Belt,Accessories,92.0,New Jersey,XL,Cyan,Fall,2.9,No,Free Shipping,No,No,35,Debit Card,Weekly,20/08/2023
2483,69.0,Male,Handbag,Accessories,87.0,Arizona,S,Peach,Winter,4.8,No,Next Day Air,No,No,46,Credit Card,Every 3 Months,20/08/2023
2484,32.0,Male,Skirt,Clothing,96.0,Arizona,S,Teal,Fall,2.9,No,Standard,No,No,8,Debit Card,Monthly,20/08/2023
2485,60.0,Male,Hoodie,Clothing,97.0,New Hampshire,M,Green,Summer,4.8,No,2-Day Shipping,No,No,50,Cash,Every 3 Months,20/08/2023
2486,43.0,Male,Blouse,Clothing,55.0,Louisiana,M,Beige,Spring,4.6,No,2-Day Shipping,No,No,37,Bank Transfer,Annually,20/08/2023
2487,61.0,Male,Jeans,Clothing,58.0,Texas,L,Magenta,Spring,4.4,No,Store Pickup,No,No,6,Credit Card,Fortnightly,21/08/2023
2488,57.0,Male,Boots,Footwear,21.0,Montana,L,Violet,Spring,3.0,No,Next Day Air,No,No,16,PayPal,Bi-Weekly,21/08/2023
2489,56.0,Male,Handbag,Accessories,82.0,New Hampshire,XL,Charcoal,Summer,4.4,No,Express,No,No,30,PayPal,Monthly,21/08/2023
2490,66.0,Male,Coat,Outerwear,34.0,South Dakota,M,Green,Winter,3.9,No,Express,No,No,50,Venmo,Quarterly,21/08/2023
2491,52.0,Male,Blouse,Clothing,78.0,Montana,M,Gray,Spring,4.0,No,Free Shipping,No,No,5,Cash,Every 3 Months,21/08/2023
2492,63.0,Male,Handbag,Accessories,47.0,North Carolina,M,Magenta,Spring,2.5,No,Express,No,No,15,Bank Transfer,Monthly,21/08/2023
2493,50.0,Male,Sunglasses,Accessories,96.0,South Dakota,S,Silver,Summer,4.1,No,Next Day Air,No,No,34,Bank Transfer,Bi-Weekly,21/08/2023
2494,21.0,Male,Socks,Clothing,23.0,Maine,S,Beige,Fall,4.8,No,2-Day Shipping,No,No,6,Venmo,Every 3 Months,21/08/2023
2495,42.0,Male,Shoes,Footwear,27.0,Oklahoma,S,Peach,Winter,2.6,No,Store Pickup,No,No,26,Debit Card,Annually,21/08/2023
2496,40.0,Male,Backpack,Accessories,37.0,Nebraska,XL,Orange,Spring,3.1,No,Free Shipping,No,No,34,Credit Card,Every 3 Months,21/08/2023
2497,67.0,Male,Scarf,Accessories,79.0,Illinois,S,Yellow,Summer,3.2,No,Store Pickup,No,No,37,Credit Card,Weekly,22/08/2023
2498,35.0,Male,Backpack,Accessories,40.0,Colorado,M,Violet,Summer,4.2,No,Standard,No,No,28,Bank Transfer,Annually,22/08/2023
2499,18.0,Male,Coat,Outerwear,39.0,Massachusetts,S,Green,Fall,2.6,No,Next Day Air,No,No,38,Cash,Fortnightly,22/08/2023
2500,52.0,Male,Hoodie,Clothing,73.0,Louisiana,L,Pink,Summer,3.1,No,Next Day Air,No,No,2,Cash,Quarterly,22/08/2023
2501,59.0,Male,Gloves,Accessories,84.0,Massachusetts,M,Violet,Fall,2.9,No,Store Pickup,No,No,32,Cash,Bi-Weekly,22/08/2023
2502,49.0,Male,Shorts,Clothing,94.0,West Virginia,M,Violet,Fall,4.6,No,Free Shipping,No,No,30,Venmo,Bi-Weekly,22/08/2023
